Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FATE ALPHA & OMEGA,GMM GRAMMY,KRUENGKAO COMPANY LIMITED,Rebrand & Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e3ebd94b7ee94bee99878ca97b5870ca
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE IRUKANDJIS,SURFING AUSTRALIA,DENTSU CREATIVE,Rebrand & Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7f048e2705774404a66fbd4298d719eb
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FIRST SHAVE BOOK,KAI CORPORATION,DENTSU AD-GEAR,Books,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/36796505b3574bc1a46c1ba102414338
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FEEL LIKE A NEW HOME,SC ASSET,WOLF,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6b353c56a9604e9f92adc1d1b3859120
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4873a9af5bdf4730a4332762ad4f3792
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WOMENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/400c1b6bafc54fe48d8e8db1ad91adb8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,CONNECT WITH THE FOUNDATION,TOKAI,DENTSU INC,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2ccd58b13684ae2a538947ae8ad51e2
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HOPE FOR HOMETOWN,25HOURS,TENCENT,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/54630253f99f47cfa09453262fdd05e5
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MONKEY X HOT WHEELS,HONDA,CJ WORX,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c54197eba0614e9faafb5304ebd26ada
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MORE THAN JUST SWEET,QUEBEC MAPLE SYRUP PRODUCERS (QMSP),RELATIV*,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9449f6c144c9494cbeccbc967a4cb796
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,QR FOR HUNGER,SAVE THE CHILDREN,SAVE THE CHILDREN,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4441a12d2e3746a69f63818066cf1162
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MEMORABLES,NIGHTINGALES MEDICAL TRUST,McCANN INDIA,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e107bf593a1a461cb7029d69cd12be1b
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce26de1de9254e0481f5c79e5293ce9e
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,PERFORMANCE ENHANCING MUSIC,SAMSUNG,CHE PROXIMITY,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/632762c82e114145a824a8dfc7826856
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HERE COMES THE SUN,TOKYO AD MUSEUM,DENTSU INC,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9c9e30b1b773439eb56d379b4b0767fd
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE ULTIMATE EXPERIENCE,BCA - PT BANK CENTRAL ASIA TBK,FLOCK CREATIVE NETWORK,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d0fb544efee04741972f1ef63fdb17f3
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FLIP TO SPACE,ALE CO LTD,DENTSU INC,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f48ea5e5c6fb4d199c8432825001c57b
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,PIERCE A HEADWIND,THE HOKKOKU SHIMBUN,DENTSU INC,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/00e5b470752e4ad2bb672901c558d4f0
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,TOK-YO FLAVORS,CHUPA CHUPS,PERFETTI VAN MELLE,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a53b652fa7984e50a4110fc77e1ccaa8/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,JOY STICKS,CHUPA CHUPS,CHEIL,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4510553bfd20446897e2670937e58193
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,DESIGN AFTER DESIGN,THE AD MUSEUM TOKYO / YOSHIDA HIDEO MEMORIAL FOUNDATION,DENTSU INC,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/04a7aea5161449dda23085185d0527d4
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,EXPLORING THE LOST CHINA COLORS,HONOR DEVICE COLTD,D&S MEDIA,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fcb3749a69104e498a94e5002b1d4213
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,GUILTY FREE FESTIVAL,CENTRAL DEPARTMENT STORE,WOLF,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4368c009fabb4a619d91f2531ec4e2cf
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE ENGAGING DISCIPLINE OF BRANDS,ADVERTISING COUNCIL,DENTSU INC,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/946c0e186c054c77af3e694c22352f10
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1a1a96db35dd4108b8e64b14a8a8de14
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WOMENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/400c1b6bafc54fe48d8e8db1ad91adb8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,YODA PET ADOPTION,YODA - ANIMAL REHAB CENTRE,McCANN INDIA,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d1d72c669341476eb1d3e70c9a5fc868
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MCDONALDS SHADOWS,GOLDEN ARCHES DEVELOPMENT,TBWA\SANTIAGO MANGADA PUNO,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/55b3ab03abdd4dbc95e5025dd6dccb0a
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WASTE-SORTING BLIND BOX,STDECAUX/THE ENVIRONMENTAL PROTECTION DEPARTMENT,THE NINE,Self-promotion,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2363aa25b3bb4139a287239d2b5d2051
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MOONFACE,FRED & FARID SHANGHAI,FRED & FARID SHANGHAI,Self-promotion,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/abde222c09e74103a7482d4b0d9ad19b
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HI TOILET,THE NIPPON FOUNDATION,TBWA\HAKUHODO INC,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de236d41054c4fe99cd0fa27c1ced2af
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,TALK WITH COW BUM - A DAIRY FARMERS BEST FRIEND-,NTT DOCOMO,DENTSU INC,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1b28aae691b84f279c64dc3a64b97e64
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,YAKUSHIMA TREASURE ANOTHER LIVE FROM YAKUSHIMA,YAKUSHIMA TREASURE,DENTSU CREATIVE X INC,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33a3e7eca8af45c08bce3a7ed9d3036a
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HONOR THANKSGIVING TREVI FOUNTAIN,HONOR DEVICE COLTD,D&S MEDIA,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3c2635e35f084e6b84e234f357966ed8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,PALE BLUE LETTER,SONY MUSIC LABELS / REISSUE RECORDS,SIX INC,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/19c423bfa11a49da992d0401897d367c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MARK OF GREATNESS,FOOT LOCKER,DENTSU CREATIVE,Digital & Interactive Design,Submitted,https://images.ctfassets.net/8ha5xom4da7e/3duqCqeHDt9hMAdtuQjc3V/3f6a8c56aeb415ac19cd5dd916fa6976/LTW_placeholder_1.svg
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MUSIC VIDEO FOR ALL,ADOBE,ENJIN,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6607aa7142a3446b9b4812e6bc4e34f7
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,IKEA-DOLLAR CATALOGUE,IKEA,OGILVY TAIWAN,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/195807d1ab764a7f877874c4b8528df3
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,NUTRITION FOR ENGINEERS!,OTSUKA,HAKUHODO I-STUDIO,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ef8094ab2c264d21b50242e79957325c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,CREATING ASIAS LEADING DIGITAL BANKING EXPERIENCE,STANDARD CHARTERED,ANALOGFOLK,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/634a64163f3541a5aabd7d9259cf9f8c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WORLD OF EXCUSES,UNITED NATIONS DEVELOPMENT PROGRAMME,WUNDERMAN THOMPSON,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/18efefa502d1466dbc0325ade25b052c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WE GOT THIS,WWF TEMASEK FOUNDATION GREEN IS THE NEW BLACK,GREY,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d0eb3f0f8f0147c9883fe703f3e7f6ad
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SAFARI SAFE DISTANCE,TAMAN SAFARI,PT HUTCHISON 3 INDONESIA,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/df715a857e27497389e13608613a3c01
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,TRACKS,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/435e15607a484a7da29a641537204b54
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FLAVOUR OF HOME,SUSHI SEI,HAKUHODO INDONESIA,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a7269b87c0e3413ca5025407140aa7e5
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,KFC FRIED CHICKEN BIB,KFC,DENTSU ONE,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0e7c3b24c16f49b68e4e9d858cba7703
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SUSUPORTAHANKITA,PHILIPPINE FOUNDATION FOR BREAST CARE INC,PHILIPPINE FOUNDATION FOR BREAST CARE,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/619de71689144c8f9467687b5d56ed4d
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,LOVE AT FIRST STRAY,PCHOME 24H SHOPPING,ADK TAIWAN,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9549467393ca4c11a1675154422b8318
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE WORLDS MOST HATED RESTAURANT,SEIYU,ENJIN,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/af34b33cf4374650af33015a6ee8f0e3
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,RORO JONGGRANG REIMAGINED,HEWLET-PACKARD,GOODSTUPH THAILAND,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cfca3e73d1fe4417abcc7674a0b3c2ee
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,PALE BLUE DOT,TENCENT WE SUMMIT,STINK FILMS,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/add1018b38a64a009bd6923ae8bec054
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,47 INTERNSHIP,DENTSU INC / NPO EN-COURAGE,DENTSU INC,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/221a1b40c55f476ca54711edc01c5b4c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,STONES FACES,ITOIGAWA CITY,DENTSU INC,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/25d2ef6793a24067b2a75ccc2d913046
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,MONKEY X HOT WHEELS,HONDA,CJ WORX,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c54197eba0614e9faafb5304ebd26ada
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,LONESOME HOTEL,HONDAO SENIOR CITIZENS WELFARE FOUNDATION,INSPIRE ACTIVATION,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/75651bc291f54320904470aa1c6602da
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,DISCOVER THE STATE THEATRE IN ALL OF US,NEW WORLD DEVELOPMENT,SAATCHI & SAATCHI,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0613b07fa8cc4b12a31d7bab1a6ebb2b
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,CARE FOR DEAR,POLA,HAKUTEN CORPORATION,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a1a7808afa3643208aa55b72436e830d
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,TOKYO 2020 VIRTUAL ENCOURAGEMENT CEREMONY,JAPANESE OLYMPIC COMMITTEE,DENTSU INC,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/01be5303590047c7b54ba1b46cee4f19
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,AURA MEDITAION,PANASONIC,McCANN,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d45829385af24987b9518b7d2f82c1a1
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Events Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce26de1de9254e0481f5c79e5293ce9e
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,AIR PADDING,PARACOSM STUDIO,INNOCEAN WORLDWIDE,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b3bd048703ee42a1b75797317219b249
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HI TOILET,THE NIPPON FOUNDATION,TBWA\HAKUHODO INC,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e83a0a6154a94c758e41027ceb431706
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,BMW THE X2 PROJECT SANYUANLI,BMW,TBWA\BOLT SHANGHAI,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f3883556cf794151a8bf7db4e3f2b87d
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SANGSOM BAAN FULLMOON,THAI BEVERAGE CO LTD,SOUR BANGKOK,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f48bf94b0912438cb9c24325b449fd40
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE ONE AND ONLY BIG MAC OF TAIWAN,MCDONALDS,LEO BURNETT,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/48128c91f08b40ae973806b7b0503e61
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,POKEMON WONDER,THE POKEMON COMPANY,SIX INC,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1fe080c61a474d94bf23be86791e3534/storyboard_000008.jpg
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,TRACKS,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/435e15607a484a7da29a641537204b54
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,PALE BLUE DOT,TENCENT WE SUMMIT,STINK FILMS,Multi Channel Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3c05ecf6eb084006ae55e9347fc1fee4
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,GUILTY FREE FESTIVAL,CENTRAL DEPARTMENT STORE,WOLF,Multi Channel Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/479dc2bc40f0469f9923f48fc88cdef8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WELCOME BLOCK,KOREA BLIND UNION KOREA ASSISTANCE DOG ASSOCIATION,DAEHONG COMMUNICATIONS,Multi Channel Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6b735275b8a74266861672895ff093bb
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FEEL LIKE A NEW HOME,SC ASSET,WOLF,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d39fcb27fa9c48dfa068d2dceb2648d0
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,HESTON BLACK & WHITE,DIAEGO,BULLETPROOF,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7fcc54f31b624481975e381a1ed8a6dd
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,NOZZLEHEADS,YALUMBA,SPECIAL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fb95366aa2484f76b5052a3dce0ee98c
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,RAKUTEN MOTHERS DAY WRAPPING,RAKUTEN ICHIBA,RAKUTEN GROUP INC,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bd4223557ab44c0ea74d346357b78ed3
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,BACON POTATO PIE PACKAGING,BACON POTATO PIE,BEACON COMMUNICATIONS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f74a0a67134b401dab203f6724fb0d35
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,THE 1 WITHIN,DUREX,AMBER CHINA,Beauty & Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/91407198938248ca8ffb0c724878e416
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,AIR PADDING,PARACOSM STUDIO,INNOCEAN WORLDWIDE,Consumer Durables,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/44177fd270394a51be34053f9dfc8569
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,FEEL LIKE A NEW HOME,SC ASSET,WOLF,Consumer Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6b353c56a9604e9f92adc1d1b3859120
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,CHEERS FAN,DAESANG CHUNGJUNGONE,THEWATERMELON,Consumer Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/211258e773d9421e88b5b296a80fa55d
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,INCENSE OF MEMORIES,KAMEYAMA,WUNDERMAN THOMPSON,Consumer Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b9c5554ff233480b87507cb4c8dfe8f8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,KIKIHIBI FIRE STARTER,KIKIHIBI,GEOMETRY OGILVY JAPAN,Consumer Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ddf94adc52df46e5892f898d40d3f16f
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WACOAL UPCYLE COLLECTION,WACOAL,THAI WACOAL COMPANY LIMITED (BANG KHLO),Consumer Products,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1aa487d3b82e43518e1f6609619d3439
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,CHEERS FAN,DAESANG CHUNGJUNGONE,THEWATERMELON,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f5c4bcd5da1948bc8bcd8a32e87e0439
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,SOS HONEST COOKIE,SAMARITANS OF SINGAPORE,TBWA\SINGAPORE,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a115a357db31483d8b17ab8eedc91db8
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,GOODIE BOX,EVERYBODY EATS,DDB NEW ZEALAND,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9c8be1e08a8b479e842c9bbd7e9bf07a
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,KEEB CARD,KB KOOKMIN BANK,IDEOT,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/58ceb8282bc6419d9bbf2b9df37ed7f6
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,ECOLATE,LIFULL,LIFULL,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fcbb0d5f611a49afb446d3e1b0d3ea2b
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,OZHARVEST - USE IT UP,OZHARVEST,R/GA,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d03db13b1df8475f86383d52ec033372
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,WASTE-SORTING BLIND BOX,STDECAUX/THE ENVIRONMENTAL PROTECTION DEPARTMENT,THE NINE,Environmental & Social Impact,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2363aa25b3bb4139a287239d2b5d2051
Spikes Asia,2022,SPATIAL & SCULPTURAL EXHIBITIONS AND EXPERIENCES,EDISH GIVING ETERNAL LIFE TO FOOD CONTAINERS,MARUBENI CORPORATION,HAKUHODO INC,Environmental & Social Impact,Submitted,https://images.ctfassets.net/8ha5xom4da7e/1GStA8cUUMJnbepXVsQwox/7aaaddc9cb7ae9f22939053c2fe46b31/LTW_placeholder_4.svg
